date,pred_w_speed,pred_w_dir,pred_temp,pred_pressure,pred_humidity,ture_w_speed,target
2020/1/1 23:30,1.5,270,-3.1,1029,60,1.8,-0.145
2020/1/1 23:45,1.4,274,-3.7,1029,62,1.3,-0.171
2020/1/2 0:00,1.7,301,-5.4,1029,73,1.3,-0.166
2020/1/2 0:15,1.7,301,-5.5,1029,73,1.7,-0.183
2020/1/2 0:30,1.7,306,-5.6,1028,73,1.7,-0.177
2020/1/2 0:45,1.7,306,-5.7,1028,73,1.5,-0.156
2020/1/2 1:00,1.7,306,-5.8,1028,73,1.8,-0.187
2020/1/2 1:15,1.7,306,-5.9,1028,73,2.3,-0.172
2020/1/2 1:30,1.7,306,-6,1028,72,2.8,-0.211
2020/1/2 1:45,1.7,306,-6.1,1028,72,2.5,-0.151
2020/1/2 2:00,1.7,306,-6.1,1028,72,2.5,-0.219
2020/1/2 2:15,1.8,304,-6.1,1028,71,2.7,-0.163
2020/1/2 2:30,1.8,304,-6.2,1028,71,1.9,-0.164
2020/1/2 2:45,1.9,302,-6.2,1028,70,1.3,-0.141
2020/1/2 3:00,2,300,-6.2,1028,70,1.2,-0.205
2020/1/2 3:15,2.1,299,-6.1,1028,69,1.4,-0.185
2020/1/2 3:30,2.2,300,-6,1028,69,1.7,-0.161
2020/1/2 3:45,2.3,299,-5.9,1028,68,1.5,-0.18
2020/1/2 4:00,2.4,298,-5.9,1028,68,1.5,-0.141
2020/1/2 4:15,2.5,297,-5.9,1028,68,1.4,-0.187
2020/1/2 4:30,2.5,296,-5.9,1028,67,1.6,-0.177
2020/1/2 4:45,2.6,295,-5.9,1028,67,2,-0.232
2020/1/2 5:00,2.6,295,-5.9,1028,67,2.2,-0.205
2020/1/2 5:15,2.7,292,-6,1028,67,2.3,-0.176
2020/1/2 5:30,2.7,292,-6,1028,68,2.7,-0.228
2020/1/2 5:45,2.8,289,-6.1,1028,68,3.3,1.411
2020/1/2 6:00,2.8,288,-6.1,1028,68,3.1,0.807
2020/1/2 6:15,2.9,288,-6.1,1028,67,3.3,1.142
2020/1/2 6:30,3,287,-6.2,1028,67,3.2,1.122
2020/1/2 6:45,3.1,287,-6.2,1028,66,3.5,2.077
2020/1/2 7:00,3.2,286,-6.1,1028,65,3.4,1.815
2020/1/2 7:15,3.4,287,-5.9,1028,62,3.5,2.104
2020/1/2 7:30,3.5,288,-5.6,1028,60,4.3,4.537
2020/1/2 7:45,3.6,289,-5.4,1028,57,4.4,5.283
2020/1/2 8:00,3.6,289,-5,1028,54,4.4,5.375
2020/1/2 8:15,3.6,291,-4.4,1028,51,4.2,5.362
2020/1/2 8:30,3.7,290,-3.7,1028,47,4.2,5.074
2020/1/2 8:45,3.8,292,-3.1,1028,44,4,3.964
2020/1/2 9:00,3.7,292,-2.5,1028,41,4,3.325
2020/1/2 9:15,3.5,292,-2,1028,38,3.8,2.751
2020/1/2 9:30,3.2,294,-1.5,1029,35,3.4,1.144
2020/1/2 9:45,3,294,-1,1029,32,2.5,0.092
2020/1/2 10:00,3,294,-0.6,1029,29,2,-0.03
2020/1/2 10:15,3,291,-0.2,1029,28,1.7,-0.108
2020/1/2 10:30,3.1,289,0.1,1029,26,2.1,-0.114
2020/1/2 10:45,3.1,287,0.5,1029,25,2.8,0.384
2020/1/2 11:00,3.2,286,0.8,1029,24,3.2,1.493
2020/1/2 11:15,3.3,286,1.1,1029,23,3.2,1.491
2020/1/2 11:30,3.3,286,1.4,1028,22,3.3,2.137
2020/1/2 11:45,3.4,285,1.7,1028,21,3.8,3.447
2020/1/2 12:00,3.3,286,1.9,1028,20,3.3,2
2020/1/2 12:15,3.2,284,2.1,1028,19,3.2,1.363
2020/1/2 12:30,3.1,283,2.4,1028,18,3.2,1.969
2020/1/2 12:45,3,282,2.6,1028,17,3.3,1.755
2020/1/2 13:00,2.7,278,2.8,1028,17,3.6,2.253
2020/1/2 13:15,2.6,277,2.9,1028,17,3.5,2.22
2020/1/2 13:30,2.5,275,3,1027,17,3.6,2.333
2020/1/2 13:45,2.4,272,3.1,1027,17,3.5,2.21
2020/1/2 14:00,2.2,270,3.2,1027,17,3.7,2.63
2020/1/2 14:15,2.1,270,3.2,1027,18,3.7,2.823
2020/1/2 14:30,1.9,270,3.1,1027,19,3.7,2.394
2020/1/2 14:45,1.8,267,3.1,1027,20,3.1,1.374
2020/1/2 15:00,1.7,263,2.9,1027,21,2.6,0.425
2020/1/2 15:15,1.8,257,2.4,1027,23,2.3,-0.148
2020/1/2 15:30,2,252,1.9,1027,26,2.2,-0.197
2020/1/2 15:45,2.2,248,1.4,1027,28,2.2,-0.196
2020/1/2 16:00,2.2,246,1,1027,31,2.6,0
2020/1/2 16:15,2.1,245,0.7,1027,34,3.1,0.333
2020/1/2 16:30,2.1,241,0.4,1027,37,2.3,-0.046
2020/1/2 16:45,2,240,0.1,1027,40,2.4,-0.104
2020/1/2 17:00,2,240,-0.1,1027,43,2.1,-0.124
2020/1/2 17:15,1.9,242,-0.1,1027,46,2.5,-0.158
2020/1/2 17:30,1.8,241,-0.1,1027,49,2.2,-0.132
2020/1/2 17:45,1.8,243,-0.1,1027,52,2.5,-0.142
2020/1/2 18:00,1.8,243,-0.2,1027,54,2.7,0.228
2020/1/2 18:15,1.9,242,-0.4,1027,57,3.2,1.116
2020/1/2 18:30,2,240,-0.7,1027,60,3.5,1.44
2020/1/2 18:45,2.1,239,-0.9,1027,63,4.2,4.139
2020/1/2 19:00,2.1,239,-1,1027,65,4.5,5.709
2020/1/2 19:15,2.1,239,-1,1027,66,5,8.326
2020/1/2 19:30,2.2,236,-1.1,1027,67,5.4,10.422
2020/1/2 19:45,2.2,236,-1.1,1027,68,5.2,9.274
2020/1/2 20:00,2.2,236,-1.2,1027,69,5.5,10.909
2020/1/2 20:15,2.2,238,-1.3,1027,70,5.6,10.667
2020/1/2 20:30,2.3,239,-1.5,1027,70,4.3,4.181
2020/1/2 20:45,2.4,240,-1.6,1027,71,3.7,2.883
2020/1/2 21:00,2.4,240,-1.7,1027,71,3.7,2.991
2020/1/2 21:15,2.5,243,-1.8,1027,70,3.5,2.441
2020/1/2 21:30,2.5,247,-1.9,1027,70,3.5,2.406
2020/1/2 21:45,2.6,249,-2,1027,69,3.8,2.976
2020/1/2 22:00,2.5,252,-2.2,1027,68,3.5,1.841
2020/1/2 22:15,2.5,259,-2.3,1027,66,3.3,1.497
2020/1/2 22:30,2.6,263,-2.4,1027,63,3.2,1.484
2020/1/2 22:45,2.7,270,-2.5,1027,61,3.4,1.789
2020/1/2 23:00,2.6,272,-2.6,1027,59,2.9,1.069
2020/1/2 23:15,2.4,279,-2.7,1027,56,2.9,0.914
2020/1/2 23:30,2.4,285,-2.7,1027,54,3,1.239
2020/1/2 23:45,2.3,293,-2.8,1027,51,3.2,1.124
2020/1/3 0:00,2.9,319,-4.6,1028,44,3,0.817
2020/1/3 0:15,3.1,322,-4.7,1028,43,3.3,1.889
2020/1/3 0:30,3.3,322,-4.7,1027,43,3.4,2.019
2020/1/3 0:45,3.4,324,-4.8,1027,42,2.9,0.592
2020/1/3 1:00,3.5,325,-4.8,1027,42,3.5,2.084
2020/1/3 1:15,3.5,325,-4.9,1027,42,3.7,2.81
2020/1/3 1:30,3.7,325,-5,1027,41,3.6,2.627
2020/1/3 1:45,3.7,325,-5.1,1027,41,3.4,1.895
2020/1/3 2:00,3.6,324,-5.2,1027,41,4,3.58
2020/1/3 2:15,3.4,320,-5.2,1027,41,4.3,4.75
2020/1/3 2:30,3.3,315,-5.2,1027,42,4.1,4.292
2020/1/3 2:45,3.1,310,-5.2,1027,42,4.8,7.429
2020/1/3 3:00,3.1,307,-5.2,1027,42,4.5,5.785
2020/1/3 3:15,3.2,305,-5.2,1027,43,4,4.01
2020/1/3 3:30,3.3,301,-5.2,1027,43,4.1,4.498
2020/1/3 3:45,3.3,299,-5.2,1027,44,3.9,3.759
2020/1/3 4:00,3.4,294,-5.2,1027,44,3.9,3.796
2020/1/3 4:15,3.5,290,-5.2,1027,45,4.1,4.317
2020/1/3 4:30,3.5,286,-5.1,1027,45,4.4,5.726
2020/1/3 4:45,3.7,283,-5.1,1027,46,4.7,6.201
2020/1/3 5:00,3.8,281,-5.1,1027,46,4.4,4.973
2020/1/3 5:15,3.9,280,-5.1,1027,46,4.4,5.098
2020/1/3 5:30,3.8,279,-5,1027,47,4.4,5.143
2020/1/3 5:45,3.9,279,-5,1027,47,4.3,4.922
2020/1/3 6:00,3.9,279,-5,1027,47,4.6,6.416
2020/1/3 6:15,4,279,-5,1027,47,4.7,6.361
2020/1/3 6:30,4,277,-5,1027,46,4.8,7.436
2020/1/3 6:45,4.1,277,-5,1027,46,5.1,9.179
2020/1/3 7:00,4.2,275,-4.8,1027,45,5.5,10.731
2020/1/3 7:15,4.4,274,-4.5,1027,44,5.3,10.352
2020/1/3 7:30,4.6,272,-4.2,1027,42,4.8,8.759
2020/1/3 7:45,4.8,271,-3.9,1027,41,5,8.604
2020/1/3 8:00,4.9,270,-3.4,1027,39,4.8,8.582
2020/1/3 8:15,4.9,271,-2.8,1027,37,5.1,9.72
2020/1/3 8:30,4.8,271,-2.3,1027,34,5.1,9.447
2020/1/3 8:45,4.8,272,-1.7,1027,32,5.1,9.531
2020/1/3 9:00,4.7,272,-1.1,1027,30,5,9.223
2020/1/3 9:15,4.6,271,-0.6,1027,29,5.2,10.081
2020/1/3 9:30,4.4,271,-0.1,1027,27,5.1,8.879
2020/1/3 9:45,4.3,270,0.4,1027,26,4.9,8.129
2020/1/3 10:00,4.1,271,0.8,1027,25,4.5,7.001
2020/1/3 10:15,4,273,1.2,1027,24,4.8,7.629
2020/1/3 10:30,3.9,274,1.7,1027,23,4.8,7.449
2020/1/3 10:45,3.8,276,2.1,1027,22,5.1,8.907
2020/1/3 11:00,3.7,278,2.5,1027,21,4.8,7.487
2020/1/3 11:15,3.8,279,2.8,1027,21,4.6,6.773
2020/1/3 11:30,3.8,279,3.1,1026,20,4.2,5.055
2020/1/3 11:45,4,280,3.4,1026,20,4.4,5.216
2020/1/3 12:00,4,280,3.7,1026,20,4,3.858
2020/1/3 12:15,3.9,279,3.9,1026,20,4,3.825
2020/1/3 12:30,3.8,277,4.2,1025,20,3.8,3.298
2020/1/3 12:45,3.8,276,4.4,1025,20,4.2,4.505
2020/1/3 13:00,3.8,275,4.6,1025,20,4,3.786
2020/1/3 13:15,3.8,272,4.7,1025,20,4,3.549
2020/1/3 13:30,3.7,270,4.8,1024,21,3.7,3.026
2020/1/3 13:45,3.7,268,4.9,1024,21,4,3.376
2020/1/3 14:00,3.7,265,4.9,1024,22,3.6,2.181
2020/1/3 14:15,3.7,262,4.8,1024,23,3.4,1.846
2020/1/3 14:30,3.8,259,4.8,1024,25,3.3,1.636
2020/1/3 14:45,3.8,256,4.7,1024,26,3.6,2.383
2020/1/3 15:00,3.8,255,4.4,1024,28,3.9,2.929
2020/1/3 15:15,3.8,256,3.7,1024,31,4.4,5.25
2020/1/3 15:30,3.7,257,3,1024,34,4.6,5.551
2020/1/3 15:45,3.7,259,2.3,1024,37,5.2,8.403
2020/1/3 16:00,3.8,258,1.5,1024,40,5.9,12.743
2020/1/3 16:15,3.9,257,0.7,1024,43,6.1,14.431
2020/1/3 16:30,4.1,254,0,1024,46,5.9,13.242
2020/1/3 16:45,4.2,253,-0.8,1024,49,6.7,17.949
2020/1/3 17:00,4.3,252,-1.2,1024,51,6.3,16.055
2020/1/3 17:15,4.4,253,-1.3,1024,52,6.4,16.46
2020/1/3 17:30,4.6,252,-1.4,1024,53,6,14.06
2020/1/3 17:45,4.7,253,-1.5,1024,54,5.9,13.466
2020/1/3 18:00,4.9,253,-1.5,1024,55,5.3,10.118
2020/1/3 18:15,5,253,-1.5,1024,55,4.9,8.237
2020/1/3 18:30,5.2,252,-1.5,1024,56,4.7,6.637
2020/1/3 18:45,5.3,251,-1.5,1024,56,4.7,6.893
2020/1/3 19:00,5.4,252,-1.5,1024,56,3.9,3.301
2020/1/3 19:15,5.5,251,-1.5,1024,56,3.3,1.751
2020/1/3 19:30,5.6,250,-1.5,1024,57,2.9,0.735
2020/1/3 19:45,5.8,250,-1.5,1024,57,2.9,0.76
2020/1/3 20:00,5.7,251,-1.5,1024,57,3.4,1.823
2020/1/3 20:15,5.8,253,-1.6,1024,57,3.8,3.107
2020/1/3 20:30,5.8,254,-1.7,1024,57,3.8,3.464
2020/1/3 20:45,5.9,256,-1.8,1024,57,3.9,3.816
2020/1/3 21:00,5.8,258,-1.9,1024,57,4.4,5.197
2020/1/3 21:15,5.9,260,-2,1024,57,4.6,6.178
2020/1/3 21:30,5.9,262,-2.1,1024,56,4.5,5.836
2020/1/3 21:45,5.9,264,-2.2,1024,56,5.3,8.887
2020/1/3 22:00,5.9,266,-2.3,1024,56,5.6,11.802
2020/1/3 22:15,5.8,269,-2.4,1024,56,6,14.532
2020/1/3 22:30,5.7,270,-2.5,1024,55,5.7,12.404
2020/1/3 22:45,5.6,273,-2.6,1024,55,5.7,11.717
2020/1/3 23:00,5.6,275,-2.7,1024,55,5.6,11.675
2020/1/3 23:15,5.6,276,-2.8,1024,55,5.5,10.761
2020/1/3 23:30,5.6,277,-2.8,1024,54,5.4,10.643
2020/1/3 23:45,5.7,278,-2.9,1024,54,5.4,10.664
2020/1/4 0:00,5,277,-2.7,1024,60,5.1,8.994
2020/1/4 0:15,5,276,-2.7,1024,60,5.5,11.146
2020/1/4 0:30,5,276,-2.8,1024,61,6.1,14.749
2020/1/4 0:45,5,275,-2.8,1024,61,5.7,13.398
2020/1/4 1:00,5,275,-2.8,1024,61,6,14.036
2020/1/4 1:15,5,275,-2.8,1024,61,5.6,11.112
2020/1/4 1:30,5,276,-2.9,1024,61,5.2,9.208
2020/1/4 1:45,5,276,-2.9,1024,61,5.6,11.375
2020/1/4 2:00,5,277,-2.9,1024,61,5.8,12.576
2020/1/4 2:15,5,279,-2.9,1024,60,5.6,11.872
2020/1/4 2:30,5,280,-3,1024,59,6.4,16.915
2020/1/4 2:45,4.9,283,-3,1024,58,6.4,18.355
2020/1/4 3:00,4.9,285,-3.1,1024,58,6.9,21.204
2020/1/4 3:15,4.8,287,-3.2,1024,57,7,23.941
2020/1/4 3:30,4.8,290,-3.3,1024,57,7.4,26.662
2020/1/4 3:45,4.7,291,-3.4,1024,56,7.4,26.517
2020/1/4 4:00,4.7,294,-3.5,1024,56,6.8,20.998
2020/1/4 4:15,4.7,295,-3.6,1024,56,6.6,20.325
2020/1/4 4:30,4.6,297,-3.7,1024,55,6.4,18.244
2020/1/4 4:45,4.6,299,-3.8,1024,55,6.3,17.196
2020/1/4 5:00,4.4,301,-3.9,1024,55,6.1,15.115
2020/1/4 5:15,4.3,304,-4,1024,54,6,16.099
2020/1/4 5:30,4.1,307,-4.1,1025,53,6,15.591
2020/1/4 5:45,4,310,-4.2,1025,52,6.1,14.372
2020/1/4 6:00,3.9,314,-4.3,1025,52,6,14.039
2020/1/4 6:15,3.7,322,-4.4,1025,51,6.4,17.037
2020/1/4 6:30,3.7,331,-4.4,1025,50,6.5,16.694
2020/1/4 6:45,3.6,339,-4.5,1025,49,5.8,12.551
2020/1/4 7:00,3.5,344,-4.5,1025,47,6.2,14.36
2020/1/4 7:15,3.3,346,-4.4,1025,45,6.5,17.275
2020/1/4 7:30,3.1,351,-4.3,1026,44,6.6,17.664
2020/1/4 7:45,2.9,354,-4.2,1026,42,5.7,12.064
2020/1/4 8:00,2.7,358,-3.9,1026,40,5.5,9.482
2020/1/4 8:15,2.4,0,-3.2,1026,38,4.8,6.623
2020/1/4 8:30,2.1,0,-2.6,1027,37,4.5,5.678
2020/1/4 8:45,1.8,3,-1.9,1027,35,4.2,4.6
2020/1/4 9:00,1.8,13,-1.2,1027,33,4.2,5.03
2020/1/4 9:15,2.1,19,-0.5,1027,32,3.8,4.17
2020/1/4 9:30,2.5,23,0.3,1027,30,3,1.283
2020/1/4 9:45,2.8,27,1,1027,29,3,1.051
2020/1/4 10:00,3,27,1.7,1027,28,2,-0.193
2020/1/4 10:15,3.2,24,2.4,1027,27,1.2,-0.197
2020/1/4 10:30,3.3,21,3,1027,26,1.2,-0.189
2020/1/4 10:45,3.5,18,3.7,1027,25,1.3,-0.12
2020/1/4 11:00,3.7,19,4.2,1027,24,1.5,-0.133
2020/1/4 11:15,4,20,4.6,1027,23,1.1,-0.121
2020/1/4 11:30,4.4,23,5,1027,23,0.8,-0.119
2020/1/4 11:45,4.8,23,5.4,1027,22,0.6,-0.146
2020/1/4 12:00,4.9,26,5.7,1027,22,1.3,-0.12
2020/1/4 12:15,4.7,29,5.9,1027,22,1.4,-0.14
2020/1/4 12:30,4.5,32,6.1,1026,22,1.1,-0.103
2020/1/4 12:45,4.4,37,6.3,1026,22,0.8,-0.148
2020/1/4 13:00,4,43,6.4,1026,22,1,-0.12
2020/1/4 13:15,3.5,53,6.4,1026,23,1.9,-0.174
2020/1/4 13:30,3.1,63,6.5,1026,24,3,1.86
2020/1/4 13:45,3,78,6.5,1026,25,4.8,6.607
2020/1/4 14:00,2.8,92,6.4,1026,26,4.4,5.988
2020/1/4 14:15,2.8,108,6.1,1026,29,4.2,4.26
2020/1/4 14:30,3.1,123,5.9,1026,32,5,7.665
2020/1/4 14:45,3.5,135,5.6,1026,35,6.1,14.572
2020/1/4 15:00,3.9,140,5.2,1026,39,5.7,12.602
2020/1/4 15:15,4.3,141,4.5,1026,44,5.3,10.475
2020/1/4 15:30,4.6,142,3.8,1027,50,5.7,12.006
2020/1/4 15:45,4.9,142,3.1,1027,55,5.8,14.202
2020/1/4 16:00,5.2,140,2.5,1027,60,6.5,16.473
2020/1/4 16:15,5.4,136,1.8,1027,63,6.5,18.055
2020/1/4 16:30,5.7,132,1.1,1027,66,6.8,20.697
2020/1/4 16:45,6,128,0.4,1027,69,7.3,24.62
2020/1/4 17:00,6.2,126,0,1027,71,7.7,29.34
2020/1/4 17:15,6.3,124,0,1027,72,7.9,30.461
2020/1/4 17:30,6.5,122,0.1,1027,72,7.6,29.881
2020/1/4 17:45,6.6,121,0.1,1027,73,7.9,30.182
2020/1/4 18:00,6.7,120,0,1027,74,7.4,26.213
2020/1/4 18:15,6.6,119,-0.1,1027,75,7.2,24.61
2020/1/4 18:30,6.5,119,-0.3,1028,76,7.3,25.769
2020/1/4 18:45,6.4,118,-0.4,1028,77,7.3,25.422
2020/1/4 19:00,6.3,117,-0.6,1028,79,7,24.527
2020/1/4 19:15,6.2,117,-0.8,1028,80,7.3,25.012
2020/1/4 19:30,5.9,117,-1,1028,81,7.3,23.523
2020/1/4 19:45,5.8,117,-1.2,1028,82,7.1,22.517
2020/1/4 20:00,5.7,116,-1.3,1028,82,6.4,17.824
2020/1/4 20:15,5.6,117,-1.4,1028,83,6.6,18.744
2020/1/4 20:30,5.5,118,-1.5,1028,83,6.4,17.666
2020/1/4 20:45,5.5,118,-1.6,1028,84,6.1,15.477
2020/1/4 21:00,5.4,119,-1.6,1028,84,6,14.282
2020/1/4 21:15,5.2,119,-1.7,1028,85,6.1,14.758
2020/1/4 21:30,5.1,118,-1.8,1029,85,5.7,12.108
2020/1/4 21:45,5,118,-1.9,1029,86,5.4,10.823
2020/1/4 22:00,4.9,117,-1.9,1029,86,5.3,10.242
2020/1/4 22:15,4.9,116,-2,1029,86,5.5,10.633
2020/1/4 22:30,4.8,113,-2,1029,86,5.5,9.644
2020/1/4 22:45,4.8,112,-2.1,1029,86,5.1,8.419
2020/1/4 23:00,4.7,110,-2.1,1029,86,5.5,10.333
2020/1/4 23:15,4.6,109,-2.2,1029,86,5.4,9.862
2020/1/4 23:30,4.6,108,-2.2,1029,87,5.3,9.747
2020/1/4 23:45,4.6,106,-2.3,1029,87,5.4,11.285
2020/1/5 0:00,4.5,107,-2.4,1029,86,5.5,10.424
2020/1/5 0:15,4.4,104,-2.5,1029,86,5.1,8.855
2020/1/5 0:30,4.5,102,-2.5,1029,86,5.4,10.941
2020/1/5 0:45,4.5,99,-2.6,1029,86,5.9,13.727
2020/1/5 1:00,4.5,96,-2.6,1029,86,6,13.79
2020/1/5 1:15,4.6,95,-2.7,1029,86,5.8,13.211
2020/1/5 1:30,4.7,92,-2.7,1029,86,5.9,14.125
2020/1/5 1:45,4.8,91,-2.8,1029,86,5.8,12.933
2020/1/5 2:00,4.9,90,-2.8,1029,86,5.7,12.692
2020/1/5 2:15,4.9,89,-2.9,1029,86,6,13.862
2020/1/5 2:30,5,88,-2.9,1029,86,6.2,15.328
2020/1/5 2:45,5,87,-3,1029,86,6.3,15.215
2020/1/5 3:00,5,87,-3,1029,86,5.9,13.505
2020/1/5 3:15,5,87,-3,1029,86,6.2,15.325
2020/1/5 3:30,5.1,86,-3.1,1029,86,5.9,14.469
2020/1/5 3:45,5.1,86,-3.1,1029,86,5.6,12.197
2020/1/5 4:00,5.1,86,-3.1,1029,86,5.6,11.935
2020/1/5 4:15,5.2,86,-3.1,1029,86,5.8,12.803
2020/1/5 4:30,5.3,85,-3,1029,86,5.8,12.703
2020/1/5 4:45,5.4,85,-3,1029,86,5.8,12.676
2020/1/5 5:00,5.4,85,-3,1029,86,5.8,12.492
